"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"814499","948964","3","BROOKLYN","394","394","394","BRISTOL STREET","23130","11212","3587","1","3342596","16","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"384806","950648","3","BROOKLYN","1294","1294","1294","ST MARKS AVENUE","80430","11213","1362","7501","3391782","8","2025-10-08T00:00:00.000","2026-09-01T00:00:00.000"
"714518","80444","2","BRONX","1511","1511","1511","GIVAN AVENUE","35680","10469","4744","32","2061115","12","2023-10-03T00:00:00.000","2024-09-30T00:00:00.000"
"318975","235063","3","BROOKLYN","162","162","162","DUPONT STREET","34430","11222","2496","26","3063849","1","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"335102","312356","3","BROOKLYN","43","43","43","HICKS STREET","49630","11201","216","9","3001593","2","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"332383","320684","3","BROOKLYN","140","140","140","KINGSLAND AVENUE","54060","11222","2834","5","3069853","1","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"336070","357874","3","BROOKLYN","1384","1384","1384","PUTNAM AVENUE","72930","11221","3377","30","3077292","4","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"920930","408553","4","QUEENS","20-54","20-54","20-54","23 STREET","7040","11105","882","76","4019770","1","2024-12-20T00:00:00.000","2025-09-01T00:00:00.000"
"914459","512048","4","QUEENS","93-08","93-08","93-08","101 AVENUE","19340","11416","9100","4","4189239","9","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"384855","950793","3","BROOKLYN","1363","1363","1363","63 STREET","9730","11219","5733","51","3388006","10","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"384879","951265","3","BROOKLYN","196","196","196","POWERS STREET","72130","11211","2783","7501","3415779","1","2024-09-05T00:00:00.000","2025-09-01T00:00:00.000"
"431120","952586","4","QUEENS","94-32","94-32","94-32","45 AVENUE","10140","11373","1602","18","4533475","4","2025-09-16T00:00:00.000","2026-09-01T00:00:00.000"
"713601","956327","2","BRONX","249","249","251","SURF DRIVE","67446","10473","3432","7504","2119596","9","2025-09-24T00:00:00.000","2026-09-01T00:00:00.000"
"385116","898806","3","BROOKLYN","591","591","591","WASHINGTON AVENUE","89730","11238","1132","7504","3418334","8","2014-09-13T00:00:00.000","2015-09-01T00:00:00.000"
"352751","304135","3","BROOKLYN","377","377","377","GREENE AVENUE","45930","11216","1954","41","3055830","3","2025-12-18T00:00:00.000","2026-09-01T00:00:00.000"
"431936","973482","4","QUEENS","90-50","90-50","90-50","53 AVENUE","11090","11373","1855","26","4594703","4","2025-05-19T00:00:00.000","2026-09-01T00:00:00.000"
"387803","321600","3","BROOKLYN","266","266","266","KOSCIUSZKO STREET","54110","11221","1786","19","3049819","3","2025-03-25T00:00:00.000","2025-09-01T00:00:00.000"
"815053","863599","3","BROOKLYN","373","373","373","UTICA AVENUE","86630","11213","1415","2","3332526","9","2025-07-14T00:00:00.000","2026-09-01T00:00:00.000"
"387152","977491","3","BROOKLYN","309","309","309","3 STREET","5380","11215","974","7502","3396021","6","2025-09-24T00:00:00.000","2026-09-01T00:00:00.000"
"227678","977854","2","BRONX","140","140","140","ERDMAN PLACE","31400","10475","5135","51","2128834","10","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"817498","341081","3","BROOKLYN","103","103","103","NORTH HENRY STREET","63230","11222","2703","28","3259454","1","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"387418","978842","3","BROOKLYN","532","532","532","EAST 87 STREET","37680","11236","7965","7501","3418343","18","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"388597","979531","3","BROOKLYN","264","264","264","SULLIVAN PLACE","83030","11225","1308","25","3425878","9","2025-10-06T00:00:00.000","2026-09-01T00:00:00.000"
"389818","985148","3","BROOKLYN","389","389","389","SCHROEDERS AVENUE","75745","11239","4452","225","3421892","5","2025-07-29T00:00:00.000","2026-09-01T00:00:00.000"
"433215","985667","4","QUEENS","88-05","88-05","88-07","SHORE PARKWAY","63020","11414","11466","25","4619646","10","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"920665","986015","4","QUEENS","224-09","224-09","224-09","145 ROAD","23010","11413","13481","33","4534285","13",,"2020-11-01T00:00:00.000"
"228639","988766","2","BRONX","2851","2851","2851","UNIVERSITY AVENUE","70620","10468","3250","139","2015429","8","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"433787","990681","4","QUEENS","87-16","87-16","87-16","214 STREET","26545","11427","10681","102","4446281","13","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"228771","991334","2","BRONX","2590","2590","2590","HEATH AVENUE","38920","10463","3237","62","2015133","7","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"389826","992275","3","BROOKLYN","205","9205","205","VERNON AVENUE","0","11206","1756","7501","3425801","3","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"404530","812177","4","QUEENS","194-15A","194-15A","194-15A","64 CIRCLE","13290","11365","7117","300","4444047","8","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"309522","314070","3","BROOKLYN","242","242","242","HOWARD AVENUE","50930","11233","1524","31","3041432","3","2025-12-15T00:00:00.000","2026-09-01T00:00:00.000"
"501187","753395","5","STATEN ISLAND","23","23","23","LAMPED LOOP","35590","10314","2401","7501","5117043","2","2024-11-12T00:00:00.000","2025-09-01T00:00:00.000"
"105907","6557","1","MANHATTAN","171","171","171","AVENUE C","12310","10009","393","35","1004892","3","2025-08-21T00:00:00.000","2026-09-01T00:00:00.000"
"112503","28725","1","MANHATTAN","170","170","170","THOMPSON STREET","32590","10012","525","35","1008261","2","2025-07-18T00:00:00.000","2026-09-01T00:00:00.000"
"212206","59718","2","BRONX","1956","1956","1956","CROSS BRONX EXPRESSWAY","22240","10472","3794","40","2025919","9","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"218444","99826","2","BRONX","1346","1346","1346","NOBLE AVENUE","54120","10472","3873","24","2027746","9","2025-08-08T00:00:00.000","2026-09-01T00:00:00.000"
"15964","725311","5","STATEN ISLAND","129","129","129","COMMODORE DRIVE","24038","10309","6726","75","5092646","3","2019-12-09T00:00:00.000","2020-11-01T00:00:00.000"
"304698","144854","3","BROOKLYN","8669","8669","8669","20 AVENUE","7080","11214","6375","6","3166886","11","2025-08-20T00:00:00.000","2026-09-01T00:00:00.000"
"340803","161965","3","BROOKLYN","2221","2221","2221","60 STREET","9580","11204","6548","68","3172069","12","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"323318","186211","3","BROOKLYN","305","305","305","ATLANTIC AVENUE","13430","11201","176","51","3000646","2","2024-08-20T00:00:00.000","2025-09-01T00:00:00.000"
"372602","211317","3","BROOKLYN","305","305","305","BRADFORD STREET","20830","11207","3742","7","3083971","5","2009-08-12T00:00:00.000","2009-10-01T00:00:00.000"
"350388","302881","3","BROOKLYN","797","797","797","GRAND STREET","45130","11211","2784","28","3069486","1","2024-10-08T00:00:00.000","2025-09-01T00:00:00.000"
"824555","309607","3","BROOKLYN","637","637","637","HEGEMAN AVENUE","48330","11207","4303","42","3096723","5","2024-11-08T00:00:00.000","2025-09-01T00:00:00.000"
"348952","320483","3","BROOKLYN","5611","5611","5611","KINGS HIGHWAY","54050","11203","4728","142","3104077","17","2024-11-20T00:00:00.000","2025-09-01T00:00:00.000"
"355973","325972","3","BROOKLYN","445","445","445","LINCOLN AVENUE","55930","11208","4181","10","3093967","5","2025-02-06T00:00:00.000","2025-09-01T00:00:00.000"
"316404","343224","3","BROOKLYN","6701","6701","6701","NEW UTRECHT AVENUE","64730","11219","5566","3","3134556","11","2025-08-14T00:00:00.000","2026-09-01T00:00:00.000"
"341336","384634","3","BROOKLYN","856","856","856","UTICA AVENUE","86630","11203","4675","33","3102087","17","2017-10-10T00:00:00.000","2018-09-01T00:00:00.000"
"316809","808045","3","BROOKLYN","49","49","55","CUMBERLAND STREET","31130","11205","2030","56","3321990","2","2025-06-25T00:00:00.000","2026-09-01T00:00:00.000"
"915668","403194","4","QUEENS","25-45","25-45","25-45","14 STREET","6090","11102","899","21","4020461","1","2015-05-04T00:00:00.000","2015-09-01T00:00:00.000"
"402457","466844","4","QUEENS","60-59","60-59","60-59","71 AVENUE","14890","11385","3537","45","4085314","5","1999-10-25T00:00:00.000","2000-09-30T00:00:00.000"
"911249","538292","4","QUEENS","174-20","174-20","174-20","125 AVENUE","21620","11434","12521","84","4270184","12",,"2014-09-01T00:00:00.000"
"228944","994296","2","BRONX","415","415","415","EAST 162 STREET","26520","10451","2384","56","2001531","3","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"376025","157056","3","BROOKLYN","1607","1607","1607","54 STREET","9280","11204","5478","7501","3256727","12","2018-02-27T00:00:00.000","2018-09-01T00:00:00.000"
"923048","994507","4","QUEENS","7211","7211","7211","ALMEDA AVENUE","27820","11692","16064","24","0","14","2020-10-30T00:00:00.000","2021-09-01T00:00:00.000"
"389171","995389","3","BROOKLYN","903","903","903","DEKALB AVENUE","31530","11221","1777","44","3049578","3","2025-09-30T00:00:00.000","2026-09-01T00:00:00.000"
"211052","109424","2","BRONX","1113","1113","1115","SHERIDAN AVENUE","64620","10456","2456","88","2002743","4","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"228951","997194","2","BRONX","2528","2528","2528","GRAND AVENUE","36320","10468","3204","15","2129684","7","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"221662","111992","2","BRONX","1340","1340","1340","STRATFORD AVENUE","67120","10472","3867","23","2027509","9","2025-08-22T00:00:00.000","2026-09-01T00:00:00.000"
"144900","998375","1","MANHATTAN","415","415","415","WEST 120 STREET","36170","10027","1963","9","1090804","9","2024-02-02T00:00:00.000","2024-09-30T00:00:00.000"
"433756","999257","4","QUEENS","89-30","89-30","89-30","43 AVENUE","98400","11373","1583","166","0","4","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"924260","999670","4","QUEENS","122-14","122-14","122-14","5 AVENUE","51400","11356","3944","1","4096296","7","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"144999","1003240","1","MANHATTAN","309","309","313","WEST 39 STREET","34550","10018","763","28","1088523","4","2022-04-15T00:00:00.000","2022-09-01T00:00:00.000"
"434435","1006181","4","QUEENS","38-27","38-27","38-27","32 STREET","8240","11101","381","30","4004589","1","2025-08-24T00:00:00.000","2026-09-01T00:00:00.000"
"17527","1006240","5","STATEN ISLAND","659","659","659","LEVERETT AVENUE","36270","10312","5609","6","5123860","3","2024-10-15T00:00:00.000","2025-09-01T00:00:00.000"
"714927","1006685","2","BRONX","2053","2053","2053","BOGART AVENUE","13320","10462","4298","53","2129479","11","2024-11-21T00:00:00.000","2025-09-01T00:00:00.000"
"826448","191116","3","BROOKLYN","9910","9910","9910","AVENUE L","14180","11236","8264","39","3232942","18","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"219525","108931","2","BRONX","1754","1754","1754","SEWARD AVENUE","64220","10473","3555","37","2021709","9","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"419544","503758","4","QUEENS","95-24","95-24","95-24","93 STREET","18590","11416","9032","14","4187566","9","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"107417","21567","1","MANHATTAN","29","29","29","ESSEX STREET","20390","10002","310","31","1004044","3","2025-12-02T00:00:00.000","2026-09-01T00:00:00.000"
"919052","511027","4","QUEENS","159-40","159-40","159-40","100 STREET","19290","11414","14179","25","4295407","10","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
"408171","479193","4","QUEENS","35-25","35-25","35-25","78 STREET","16290","11372","1278","66","4029660","3","2025-12-24T00:00:00.000","2026-09-01T00:00:00.000"
"145082","1007691","1","MANHATTAN","422","422","422","WEST 49 STREET","34750","10019","1058","7504","1090978","4","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"17344","1008231","5","STATEN ISLAND","117","117","117","DONLEY AVENUE","26310","10305","3030","82","5122875","1","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"434131","1008894","4","QUEENS","37-26","37-26","37-26","32 STREET","82400","11101","373","7501","4004538","1","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"228907","1009674","2","BRONX","2481","2481","2489","CROTONA AVENUE","22320","10458","3091","7501","2012603","6","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"434562","1013629","4","QUEENS","37-16","37-16","37-16","77 STREET","16140","11372","1287","13","4029865","3","2025-09-16T00:00:00.000","2026-09-01T00:00:00.000"
"229347","1017680","2","BRONX","33","33","33","BEDFORD PARK BOULEVARD","12220","10468","3310","2","2017303","7","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"111140","873","1","MANHATTAN","1437","1437","1437","2 AVENUE","10110","10021","1429","127","1044050","8","2020-11-20T00:00:00.000","2021-09-01T00:00:00.000"
"144815","3292","1","MANHATTAN","763","763","763","6 AVENUE","10510","10010","801","40","1015015","4","2025-07-17T00:00:00.000","2026-09-01T00:00:00.000"
"111924","5813","1","MANHATTAN","2185","2185","2185","AMSTERDAM AVENUE","11710","10032","2112","14","1062675","12","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"108439","5875","1","MANHATTAN","2560","2560","2560","AMSTERDAM AVENUE","11710","10040","2159","23","1063848","12","2025-09-15T00:00:00.000","2026-09-01T00:00:00.000"
"102863","6716","1","MANHATTAN","46","46","46","BANK STREET","12510","10014","614","9","1010948","2","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"101054","6790","1","MANHATTAN","68","68","68","BARROW STREET","12610","10014","585","33","1009870","2","2025-08-11T00:00:00.000","2026-09-01T00:00:00.000"
"139833","8453","1","MANHATTAN","542","542","544","BROADWAY","13610","10012","497","7503","1007563","2","2025-09-12T00:00:00.000","2026-09-01T00:00:00.000"
"115624","8900","1","MANHATTAN","33","33","33","CANAL STREET","14010","10002","297","35","1003824","3","2023-05-23T00:00:00.000","2024-09-30T00:00:00.000"
"127482","9000","1","MANHATTAN","41","41","41","CARMINE STREET","14110","10014","586","38","1083523","2","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"140658","9025","1","MANHATTAN","300","300","348","CATHEDRAL PARKWAY","14210","10026","1845","7501","1076522","7","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"118741","9045","1","MANHATTAN","131","131","131","CENTRAL PARK NORTH","14210","10026","1820","17","1054921","10","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"141482","10335","1","MANHATTAN","182","182","182","DUANE STREET","16850","10013","141","23","1001523","1","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"130595","11326","1","MANHATTAN","325","325","325","EAST 9 STREET","17170","10003","451","7501","1006424","3","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"134657","11809","1","MANHATTAN","329","329","329","EAST 12 STREET","17230","10003","454","56","1006503","3","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"139733","13011","1","MANHATTAN","34","34","34","EAST 30 STREET","17590","10016","859","58","1016938","5","2025-10-06T00:00:00.000","2026-09-01T00:00:00.000"
"101972","13116","1","MANHATTAN","219","219","219","EAST 32 STREET","17630","10016","913","11","1020081","6","2025-06-20T00:00:00.000","2026-09-01T00:00:00.000"
"109749","13841","1","MANHATTAN","144","144","152","EAST 48 STREET","17950","10017","1302","43","1036218","6","2025-08-01T00:00:00.000","2026-09-01T00:00:00.000"
"139794","13987","1","MANHATTAN","245","243","245","EAST 50 STREET","17990","10022","1324","7501","1071860","6","2025-09-05T00:00:00.000","2026-09-01T00:00:00.000"
"101224","15109","1","MANHATTAN","17","17","17","EAST 64 STREET","18270","10065","1379","13","1041074","8","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"115267","15928","1","MANHATTAN","304","304","306","EAST 73 STREET","18450","10021","1447","47","1044896","8","2025-08-25T00:00:00.000","2026-09-01T00:00:00.000"
"105606","15983","1","MANHATTAN","509","509","509","EAST 73 STREET","18450","10021","1485","8","1046280","8","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"135492","17184","1","MANHATTAN","554","554","554","EAST 82 STREET","18630","10028","1578","7503","1051141","8","2024-11-19T00:00:00.000","2025-09-01T00:00:00.000"
"141864","17419","1","MANHATTAN","308","308","308","EAST 84 STREET","18670","10028","1546","147","1049950","8","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"106000","17533","1","MANHATTAN","176","176","176","EAST 85 STREET","18690","10028","1513","41","1047681","8","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"138621","17866","1","MANHATTAN","152","152","160","EAST 88 STREET","18750","10128","1516","52","1048063","8","2025-10-14T00:00:00.000","2026-09-01T00:00:00.000"
"114951","18105","1","MANHATTAN","204","204","204","EAST 90 STREET","18790","10128","1535","42","1048908","8","2024-07-19T00:00:00.000","2025-09-01T00:00:00.000"
"120970","18737","1","MANHATTAN","52","52","58","EAST 97 STREET","18910","10029","1602","46","1051452","11","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"131071","18837","1","MANHATTAN","126","126","126","EAST 101 STREET","18990","10029","1628","57","1051826","11","1993-04-01T00:00:00.000","1994-05-31T00:00:00.000"
"133805","18872","1","MANHATTAN","116","116","116","EAST 102 STREET","19010","10029","1629","64","1051860","11","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"135569","20085","1","MANHATTAN","515","515","515","EAST 118 STREET","19310","10035","1815","10","1054894","11","2014-10-24T00:00:00.000","2015-09-01T00:00:00.000"
"144442","20311","1","MANHATTAN","438","438","444","EAST 120 STREET","19350","10035","1807","30","1054869","11","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
